bgc_id	sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	backbone_class	gcf_id	dbscan_label
GCF_014496155.1__contig_16	GCF_014496155.1	contig_16	deepBGC		0.53083		2150	3254	1104	1	NRPS_like	GCF_0001	0
GCF_014496155.1__contig_5	GCF_014496155.1	contig_5	deepBGC	Saccharide	0.81473		37899	46466	8567	7	Terpene	GCF_0043	42
GCF_014498605.1__contig_18	GCF_014498605.1	contig_18	antiSMASH	Azole-containing-RiPP		No	1	13587	13587	12	Unknown	singleton	-1
GCF_014498605.1__contig_4	GCF_014498605.1	contig_4	antiSMASH	Terpene-precursor		No	1	59195	59195	56	Terpene	GCF_0001	0
GCA_040862485.1__contig_12	GCA_040862485.1	contig_12	deepBGC		0.5718		4218	5016	798	1	Unknown	GCF_0001	0
GCA_040862485.1__contig_21	GCA_040862485.1	contig_21	deepBGC		0.51003		543	1941	1398	1	Unknown	GCF_0014	13
GCF_011140795.1__contig_24	GCF_011140795.1	contig_24	deepBGC		0.50028		10415	11201	786	1	Unknown	singleton	-1
GCF_011140795.1__contig_24	GCF_011140795.1	contig_24	deepBGC	RiPP	0.56881		69622	70252	630	1	RiPP	singleton	-1
GCF_011140795.1__contig_24	GCF_011140795.1	contig_24	deepBGC	Polyketide	0.55606		75335	76088	753	1	Unknown	GCF_0001	0
GCF_011140435.1__contig_28	GCF_011140435.1	contig_28	antiSMASH	Terpene-precursor		No	1	9133	9133	12	Terpene	GCF_0001	0
GCF_014497265.1__contig_20	GCF_014497265.1	contig_20	deepBGC		0.51419		2135	3239	1104	1	NRPS_like	GCF_0001	0
GCF_014497265.1__contig_6	GCF_014497265.1	contig_6	deepBGC		0.59832		394	2242	1848	1	Unknown	singleton	-1
GCF_014497265.1__contig_6	GCF_014497265.1	contig_6	deepBGC		0.68169		3872	8974	5102	4	Terpene	GCF_0001	0
GCF_014497265.1__contig_8	GCF_014497265.1	contig_8	deepBGC		0.63689		1	1441	1440	1	Unknown	singleton	-1
GCF_014497265.1__contig_8	GCF_014497265.1	contig_8	deepBGC		0.51201		5063	5363	300	1	Unknown	GCF_0001	0
GCA_040861725__contig_2	GCA_040861725	contig_2	GECCO	Unknown	0.9133841434251376		74261	81442	7181	9	Unknown	singleton	-1
GCF_001998205.1__contig_22	GCF_001998205.1	contig_22	antiSMASH	Terpene-precursor		No	1	8006	8006	11	Terpene	GCF_0001	0
GCF_040821615.1__contig_60	GCF_040821615.1	contig_60	antiSMASH	Terpene-precursor		No	1	7991	7991	11	Terpene	GCF_0001	0
GCA_040857585.1__contig_10	GCA_040857585.1	contig_10	deepBGC		0.53998		43301	44489	1188	2	Unknown	GCF_0001	0
GCA_040857585.1__contig_13	GCA_040857585.1	contig_13	deepBGC		0.54075		57525	58736	1211	3	PKS	GCF_0022	21
GCA_040857585.1__contig_15	GCA_040857585.1	contig_15	deepBGC		0.6241		120931	123186	2255	5	Unknown	GCF_0056	55
GCA_040857585.1__contig_5	GCA_040857585.1	contig_5	deepBGC		0.51048		33619	33919	300	1	Unknown	GCF_0001	0
GCF_015904425.1__contig_13	GCF_015904425.1	contig_13	deepBGC	Saccharide	0.8069		37853	46907	9054	8	Terpene	GCF_0057	56
GCF_015904425.1__contig_30	GCF_015904425.1	contig_30	deepBGC		0.55013		2	407	405	1	Unknown	singleton	-1
GCF_015904425.1__contig_30	GCF_015904425.1	contig_30	deepBGC		0.5131		2435	2783	348	1	Unknown	GCF_0058	57
GCF_006339065.1__contig_1	GCF_006339065.1	contig_1	antiSMASH	Terpene-precursor		Yes	1139750	1160661	20912	17	Terpene	GCF_0001	0
GCF_003639405.1__contig_19	GCF_003639405.1	contig_19	antiSMASH	Terpene-precursor		No	1	74324	74324	77	Terpene	GCF_0015	14
GCF_037862375.1__contig_21	GCF_037862375.1	contig_21	deepBGC		0.60181		651	3666	3015	5	Unknown	GCF_0059	58
GCF_037862375.1__contig_6	GCF_037862375.1	contig_6	deepBGC	Saccharide	0.67812		79120	85832	6712	6	Terpene	GCF_0001	0
GCF_014498475.1__contig_7	GCF_014498475.1	contig_7	antiSMASH	Terpene-precursor		No	1	9427	9427	13	Terpene	GCF_0001	0
GCF_015904225.1__contig_6	GCF_015904225.1	contig_6	antiSMASH	Terpene-precursor		Yes	24986	45897	20912	18	Terpene	GCF_0001	0
GCA_024406445.1__contig_4	GCA_024406445.1	contig_4	deepBGC		0.69396		37922	46483	8561	7	Terpene	GCF_0004	3
GCA_040862225.1__contig_11	GCA_040862225.1	contig_11	deepBGC	Saccharide	0.68685		37758	46348	8590	7	Terpene	GCF_0004	3
GCA_040862225.1__contig_7	GCA_040862225.1	contig_7	deepBGC		0.71383		131145	133471	2326	5	Unknown	GCF_0060	59
GCF_011175275.1__contig_18	GCF_011175275.1	contig_18	deepBGC		0.50495		16908	17673	765	1	Unknown	singleton	-1
GCF_011175275.1__contig_18	GCF_011175275.1	contig_18	deepBGC		0.54029		18718	19213	495	1	Unknown	GCF_0001	0
GCF_011175275.1__contig_3	GCF_011175275.1	contig_3	deepBGC	Saccharide	0.8191		38012	46581	8569	7	Terpene	GCF_0043	42
GCF_011175275.1__contig_5	GCF_011175275.1	contig_5	deepBGC		0.55966		14750	15380	630	1	RiPP	GCF_0001	0
GCF_037862115.1__contig_24	GCF_037862115.1	contig_24	antiSMASH	Terpene-precursor		No	1	7890	7890	11	Terpene	GCF_0001	0
GCA_024411935.1__contig_16	GCA_024411935.1	contig_16	deepBGC		0.55221		4139	4925	786	1	Unknown	GCF_0001	0
GCA_024411935.1__contig_2	GCA_024411935.1	contig_2	deepBGC		0.58044		2467	5111	2644	5	Unknown	GCF_0061	60
GCF_003639425.1__contig_11	GCF_003639425.1	contig_11	deepBGC		0.72069		1783	10609	8826	11	RiPP	singleton	-1
GCF_003639425.1__contig_13	GCF_003639425.1	contig_13	deepBGC		0.55485		174715	175219	504	1	Unknown	GCF_0001	0
GCF_003639425.1__contig_15	GCF_003639425.1	contig_15	deepBGC		0.60523		600	4379	3779	3	Unknown	singleton	-1
GCF_003639425.1__contig_17	GCF_003639425.1	contig_17	deepBGC		0.56712		4300	5098	798	1	Unknown	GCF_0001	0
GCF_015904485.1__contig_6	GCF_015904485.1	contig_6	antiSMASH	Terpene-precursor		No	1	8235	8235	12	Terpene	GCF_0001	0
GCF_034498235.1__contig_1	GCF_034498235.1	contig_1	antiSMASH	Terpene-precursor		Yes	935210	956121	20912	17	Terpene	singleton	-1
GCF_011175335.1__contig_21	GCF_011175335.1	contig_21	antiSMASH	Terpene-precursor		No	1	8405	8405	12	Terpene	GCF_0001	0
GCA_024407355.1__contig_44	GCA_024407355.1	contig_44	deepBGC		0.68234		37695	43233	5538	5	Terpene	GCF_0054	53
GCA_024407355.1__contig_8	GCA_024407355.1	contig_8	deepBGC		0.75778		16725	28796	12071	20	Unknown	singleton	-1
GCA_024407355.1__contig_8	GCA_024407355.1	contig_8	deepBGC	RiPP	0.56081		29470	33216	3746	4	RiPP	singleton	-1
GCF_040821425.1__contig_58	GCF_040821425.1	contig_58	antiSMASH	Terpene-precursor		No	1	8141	8141	12	Terpene	GCF_0001	0
GCF_040821265.1__contig_43	GCF_040821265.1	contig_43	antiSMASH	Terpene-precursor		No	1	17698	17698	22	Terpene	GCF_0003	2
GCA_024411835.1__contig_4	GCA_024411835.1	contig_4	antiSMASH	Terpene-precursor		Yes	47719	68630	20912	16	Terpene	GCF_0001	0
GCF_014498275.1__contig_14	GCF_014498275.1	contig_14	antiSMASH	Terpene-precursor		No	1	92440	92440	93	Terpene	GCF_0001	0
GCA_024407035.1__contig_17	GCA_024407035.1	contig_17	antiSMASH	Terpene-precursor		No	1	20028	20028	22	Terpene	GCF_0003	2
GCF_037861965.1__contig_6	GCF_037861965.1	contig_6	deepBGC		0.5347		43086	44300	1214	2	Unknown	GCF_0001	0
GCF_037861965.1__contig_7	GCF_037861965.1	contig_7	deepBGC	RiPP	0.56781		63239	63869	630	1	RiPP	GCF_0001	0
GCF_003639265.1__contig_14	GCF_003639265.1	contig_14	antiSMASH	Terpene-precursor		Yes	33795	54706	20912	20	Terpene	GCF_0001	0
GCF_040821835.1__contig_39	GCF_040821835.1	contig_39	antiSMASH	Terpene-precursor		No	1	59566	59566	61	Terpene	GCF_0001	0
GCF_040821605.1__contig_13	GCF_040821605.1	contig_13	antiSMASH	Terpene-precursor		No	1	24414	24414	19	Terpene	GCF_0062	61
GCF_040821695.1__contig_10	GCF_040821695.1	contig_10	antiSMASH	Terpene-precursor		No	1	28178	28178	28	Terpene	GCF_0001	0
GCA_040860965.1__contig_11	GCA_040860965.1	contig_11	antiSMASH	Terpene-precursor		No	1	56603	56603	56	Terpene	GCF_0023	22
GCF_015904325.1__contig_16	GCF_015904325.1	contig_16	deepBGC		0.50329		1036	2146	1110	1	NRPS_like	GCF_0001	0
GCF_015904325.1__contig_21	GCF_015904325.1	contig_21	deepBGC		0.51309		197	2045	1848	1	Unknown	singleton	-1
GCF_015904325.1__contig_21	GCF_015904325.1	contig_21	deepBGC		0.6297		3678	7419	3741	3	Unknown	GCF_0001	0
GCF_037861965.1__contig_10	GCF_037861965.1	contig_10	antiSMASH	Terpene-precursor		No	1	57373	57373	58	Terpene	GCF_0023	22
GCA_024411815.1__contig_11	GCA_024411815.1	contig_11	antiSMASH	Terpene-precursor		Yes	57015	77926	20912	19	Terpene	GCF_0001	0
GCF_040820835.1__contig_48	GCF_040820835.1	contig_48	antiSMASH	Terpene-precursor		No	1	10191	10191	14	Terpene	GCF_0001	0
GCF_015904965.1__contig_17	GCF_015904965.1	contig_17	deepBGC		0.75329		37606	46180	8574	7	Terpene	GCF_0001	0
GCA_024406995.1__contig_24	GCA_024406995.1	contig_24	antiSMASH	Terpene-precursor		No	1	7947	7947	11	Terpene	GCF_0001	0
GCF_040821545.1__contig_29	GCF_040821545.1	contig_29	antiSMASH	Terpene-precursor		No	1	8165	8165	12	Terpene	GCF_0001	0
GCF_003639675.1__contig_13	GCF_003639675.1	contig_13	deepBGC		0.5438		38824	40032	1208	3	PKS	GCF_0022	21
GCF_003639675.1__contig_18	GCF_003639675.1	contig_18	deepBGC		0.56952		424	3689	3265	3	Unknown	GCF_0063	62
GCF_003639675.1__contig_2	GCF_003639675.1	contig_2	deepBGC		0.54566		115809	116316	507	1	Unknown	GCF_0001	0
GCF_003639675.1__contig_3	GCF_003639675.1	contig_3	deepBGC		0.51093		10180	10966	786	1	Unknown	singleton	-1
GCF_003639675.1__contig_3	GCF_003639675.1	contig_3	deepBGC		0.5301		14047	15217	1170	1	Terpene	singleton	-1
GCF_003639675.1__contig_5	GCF_003639675.1	contig_5	deepBGC		0.59676		25278	26943	1665	2	RiPP	singleton	-1
GCF_003639675.1__contig_5	GCF_003639675.1	contig_5	deepBGC		0.50994		30844	31378	534	1	Unknown	GCF_0001	0
GCF_003639675.1__contig_6	GCF_003639675.1	contig_6	deepBGC		0.62282		0	1377	1377	1	Unknown	GCF_0001	0
GCF_001998285.1__contig_11	GCF_001998285.1	contig_11	antiSMASH	Terpene-precursor		No	1	52071	52071	39	Terpene	GCF_0001	0
GCF_036455175.1__contig_6	GCF_036455175.1	contig_6	deepBGC		0.52328		47055	47808	753	1	Unknown	singleton	-1
GCF_036455175.1__contig_6	GCF_036455175.1	contig_6	deepBGC		0.60238		52709	54374	1665	2	RiPP	singleton	-1
GCF_036455175.1__contig_6	GCF_036455175.1	contig_6	deepBGC		0.5027		58181	58685	504	1	Unknown	GCF_0001	0
GCF_036455175.1__contig_9	GCF_036455175.1	contig_9	deepBGC		0.72665		37370	48882	11512	10	Terpene	GCF_0011	10
GCF_014497825.1__contig_4	GCF_014497825.1	contig_4	deepBGC		0.55835		0	4122	4122	4	Unknown	singleton	-1
GCF_014497825.1__contig_4	GCF_014497825.1	contig_4	deepBGC		0.65594		5752	10854	5102	4	Terpene	GCF_0001	0
GCA_040862365.1__contig_13	GCA_040862365.1	contig_13	deepBGC		0.74741		37527	46094	8567	7	Terpene	GCF_0004	3
GCA_040862285.1__contig_10	GCA_040862285.1	contig_10	deepBGC	Saccharide	0.75345		37531	46099	8568	7	Terpene	GCF_0004	3
GCA_040862285.1__contig_26	GCA_040862285.1	contig_26	deepBGC		0.61182		1093	4790	3697	7	Unknown	GCF_0021	20
GCA_040862285.1__contig_5	GCA_040862285.1	contig_5	deepBGC		0.71886		121421	123677	2256	5	Unknown	GCF_0056	55
GCA_040861685.1__contig_12	GCA_040861685.1	contig_12	deepBGC		0.7211		37672	46736	9064	9	Terpene	GCF_0016	15
GCA_040861865.1__contig_21	GCA_040861865.1	contig_21	antiSMASH	Terpene-precursor		No	1	8330	8330	11	Terpene	GCF_0001	0
GCF_037861735.1__contig_12	GCF_037861735.1	contig_12	antiSMASH	Terpene-precursor		No	1	38031	38031	41	Terpene	GCF_0001	0
GCF_040821325.1__contig_14	GCF_040821325.1	contig_14	deepBGC		0.53889		76	1084	1008	1	Unknown	singleton	-1
GCF_040821325.1__contig_14	GCF_040821325.1	contig_14	deepBGC	Polyketide	0.7184		11864	21927	10063	9	RiPP	singleton	-1
GCF_040821325.1__contig_14	GCF_040821325.1	contig_14	deepBGC	NRP	0.55755		25130	27355	2225	2	NRPS_like	GCF_0001	0
GCF_040821325.1__contig_43	GCF_040821325.1	contig_43	deepBGC	Polyketide	0.511		1784	2948	1164	1	Unknown	singleton	-1
GCF_003639995.1__contig_22	GCF_003639995.1	contig_22	antiSMASH	Terpene-precursor		No	1	8276	8276	12	Terpene	GCF_0001	0
GCF_037861895.1__contig_6	GCF_037861895.1	contig_6	deepBGC		0.74264		78819	83908	5089	4	Terpene	GCF_0001	0
GCF_040821535.1__contig_51	GCF_040821535.1	contig_51	deepBGC		0.84953		250	9012	8762	8	RiPP	singleton	-1
GCF_040821535.1__contig_67	GCF_040821535.1	contig_67	deepBGC	Polyketide	0.76811		192	3705	3513	5	PKS	GCF_0031	30
GCF_040821535.1__contig_80	GCF_040821535.1	contig_80	deepBGC		0.58044		811	3449	2638	5	Unknown	GCF_0061	60
GCA_040861185.1__contig_8	GCA_040861185.1	contig_8	antiSMASH	Terpene-precursor		No	1	57566	57566	56	Terpene	GCF_0001	0
GCF_030062585.1__contig_1	GCF_030062585.1	contig_1	antiSMASH	Terpene-precursor		Yes	1188326	1209237	20912	21	Terpene	singleton	-1
GCF_040821795.1__contig_58	GCF_040821795.1	contig_58	antiSMASH	Terpene-precursor		No	1	8129	8129	12	Terpene	GCF_0001	0
GCF_003639285.1__contig_21	GCF_003639285.1	contig_21	antiSMASH	Terpene-precursor		No	1	8187	8187	12	Terpene	GCF_0001	0
GCF_015904475__contig_16	GCF_015904475	contig_16	GECCO	Unknown	0.9946194702980732		5763	9175	3412	5	Unknown	GCF_0002	1
GCA_040862325.1__contig_13	GCA_040862325.1	contig_13	deepBGC		0.52579		9014	9800	786	1	Unknown	GCF_0001	0
GCA_040862325.1__contig_15	GCA_040862325.1	contig_15	deepBGC		0.53069		1108	2699	1591	5	Unknown	GCF_0001	0
GCA_040862325.1__contig_16	GCA_040862325.1	contig_16	deepBGC		0.60834		1	619	618	1	Unknown	GCF_0001	0
GCF_015904965.1__contig_11	GCF_015904965.1	contig_11	antiSMASH	Terpene-precursor		No	1	57834	57834	59	Terpene	GCF_0001	0
GCF_014497505.1__contig_14	GCF_014497505.1	contig_14	antiSMASH	Terpene-precursor		No	1	9353	9353	13	Terpene	GCF_0001	0
GCF_014497285.1__contig_16	GCF_014497285.1	contig_16	deepBGC	Other	0.61171		37575	40866	3291	2	Terpene	GCF_0001	0
GCF_014497285.1__contig_2	GCF_014497285.1	contig_2	deepBGC		0.51442		28698	29328	630	1	RiPP	GCF_0001	0
GCF_003639195.1__contig_31	GCF_003639195.1	contig_31	antiSMASH	Terpene-precursor		No	1	60275	60275	63	Terpene	GCF_0023	22
GCF_011141145.1__contig_18	GCF_011141145.1	contig_18	antiSMASH	Terpene-precursor		No	1	10243	10243	13	Terpene	GCF_0001	0
GCF_003639615.1__contig_26	GCF_003639615.1	contig_26	deepBGC		0.59351		175	289	114	1	Unknown	singleton	-1
GCF_003639615.1__contig_4	GCF_003639615.1	contig_4	deepBGC		0.73914		37610	46655	9045	8	Terpene	GCF_0028	27
GCF_003639615.1__contig_8	GCF_003639615.1	contig_8	deepBGC		0.53609		2778	4056	1278	3	Unknown	GCF_0001	0
GCF_011141055.1__contig_5	GCF_011141055.1	contig_5	antiSMASH	Terpene-precursor		No	1	8227	8227	13	Terpene	GCF_0001	0
GCA_040861505.1__contig_9	GCA_040861505.1	contig_9	deepBGC	Saccharide	0.75286		62166	69408	7242	6	Unknown	singleton	-1
GCF_003639785.1__contig_20	GCF_003639785.1	contig_20	antiSMASH	Terpene-precursor		No	1	8265	8265	11	Terpene	GCF_0001	0
GCF_014497405.1__contig_2	GCF_014497405.1	contig_2	deepBGC		0.79065		37089	46149	9060	9	Terpene	GCF_0064	63
GCF_003639725.1__contig_17	GCF_003639725.1	contig_17	antiSMASH	Terpene-precursor		No	1	9857	9857	13	Terpene	GCF_0001	0
GCF_014498585.1__contig_5	GCF_014498585.1	contig_5	antiSMASH	Terpene-precursor		No	1	15214	15214	18	Terpene	GCF_0001	0
GCF_040821475.1__contig_13	GCF_040821475.1	contig_13	deepBGC		0.66743		19038	26198	7160	9	Unknown	singleton	-1
GCF_040821475.1__contig_32	GCF_040821475.1	contig_32	deepBGC		0.6011		9805	10591	786	1	Unknown	GCF_0001	0
GCF_040821475.1__contig_39	GCF_040821475.1	contig_39	deepBGC		0.54452		2	4669	4667	4	Unknown	singleton	-1
GCF_040821475.1__contig_54	GCF_040821475.1	contig_54	deepBGC		0.80938		108	4921	4813	9	Unknown	singleton	-1
GCF_040821475.1__contig_55	GCF_040821475.1	contig_55	deepBGC	Other	0.64036		94	1264	1170	1	Terpene	singleton	-1
GCF_040821475.1__contig_55	GCF_040821475.1	contig_55	deepBGC	Polyketide	0.6818		55561	65439	9878	9	RiPP	GCF_0001	0
GCF_040821475.1__contig_60	GCF_040821475.1	contig_60	deepBGC		0.59617		92	2291	2199	2	Unknown	singleton	-1
GCF_015904975.1__contig_9	GCF_015904975.1	contig_9	antiSMASH	Terpene-precursor		No	1	56810	56810	58	Terpene	GCF_0023	22
GCF_014496815.1__contig_13	GCF_014496815.1	contig_13	antiSMASH	Terpene-precursor		No	1	59881	59881	65	Terpene	GCF_0001	0
GCF_003639805.1__contig_36	GCF_003639805.1	contig_36	antiSMASH	Terpene-precursor		No	1	48049	48049	42	Terpene	GCF_0001	0
GCF_014498205.1__contig_16	GCF_014498205.1	contig_16	deepBGC	Other	0.60369		37689	42783	5094	4	Terpene	GCF_0001	0
GCF_014496865.1__contig_2	GCF_014496865.1	contig_2	deepBGC	Saccharide	0.71916		30183	38745	8562	7	Terpene	GCF_0004	3
GCF_014496865.1__contig_9	GCF_014496865.1	contig_9	deepBGC		0.61797		203	1214	1011	1	NRPS_like	GCF_0001	0
GCF_040820855.1__contig_108	GCF_040820855.1	contig_108	deepBGC		0.5219		3109	3940	831	1	Unknown	singleton	-1
GCF_040820855.1__contig_108	GCF_040820855.1	contig_108	deepBGC		0.56438		4745	6229	1484	3	Unknown	singleton	-1
GCF_040820855.1__contig_108	GCF_040820855.1	contig_108	deepBGC		0.51105		6710	7127	417	1	Unknown	GCF_0025	24
GCF_040820855.1__contig_128	GCF_040820855.1	contig_128	deepBGC	Terpene	0.61009		69	5467	5398	5	Terpene	GCF_0065	64
GCF_040820855.1__contig_130	GCF_040820855.1	contig_130	deepBGC		0.74714		221	5187	4966	4	Unknown	singleton	-1
GCF_040820855.1__contig_26	GCF_040820855.1	contig_26	deepBGC		0.55475		1	1039	1038	1	NRPS_like	GCF_0001	0
GCF_040820855.1__contig_32	GCF_040820855.1	contig_32	deepBGC		0.51183		48	603	555	1	Unknown	singleton	-1
GCF_040820855.1__contig_36	GCF_040820855.1	contig_36	deepBGC	Polyketide	0.7954		351	2892	2541	3	PKS	singleton	-1
GCF_040820855.1__contig_41	GCF_040820855.1	contig_41	deepBGC		0.61018		4293	8043	3750	3	Unknown	GCF_0001	0
GCF_040820855.1__contig_56	GCF_040820855.1	contig_56	deepBGC	Polyketide	0.52541		1984	2737	753	1	Unknown	GCF_0001	0
GCF_040820855.1__contig_80	GCF_040820855.1	contig_80	deepBGC		0.69253		40	10109	10069	11	RiPP	singleton	-1
GCA_040861805.1__contig_12	GCA_040861805.1	contig_12	deepBGC	Saccharide	0.71645		37712	46788	9076	9	Terpene	GCF_0066	65
GCF_011175135.1__contig_11	GCF_011175135.1	contig_11	antiSMASH	Terpene-precursor		No	1	98203	98203	100	Terpene	GCF_0001	0
GCF_001999845.1__contig_29	GCF_001999845.1	contig_29	antiSMASH	Terpene-precursor		No	1	54967	54967	55	Terpene	GCF_0001	0
GCF_003639635.1__contig_20	GCF_003639635.1	contig_20	antiSMASH	Terpene-precursor		No	1	9558	9558	14	Terpene	GCF_0001	0
GCA_024409305.1__contig_1	GCA_024409305.1	contig_1	deepBGC		0.54384		1065	7336	6271	4	Unknown	singleton	-1
GCA_024409305.1__contig_1	GCA_024409305.1	contig_1	deepBGC		0.51449		17637	18138	501	1	Unknown	GCF_0032	31
GCA_024409305.1__contig_107	GCA_024409305.1	contig_107	deepBGC		0.59079		93	3483	3390	3	Unknown	GCF_0036	35
GCA_024409305.1__contig_12	GCA_024409305.1	contig_12	deepBGC		0.56798		284	3384	3100	4	Unknown	singleton	-1
GCA_024409305.1__contig_12	GCA_024409305.1	contig_12	deepBGC		0.51815		3865	4282	417	1	Unknown	GCF_0025	24
GCA_024409305.1__contig_123	GCA_024409305.1	contig_123	deepBGC	RiPP	0.59718		51	240	189	1	Unknown	singleton	-1
GCA_024409305.1__contig_142	GCA_024409305.1	contig_142	deepBGC	Polyketide	0.68113		218	11250	11032	10	PKS	singleton	-1
GCA_024409305.1__contig_151	GCA_024409305.1	contig_151	deepBGC		0.54425		841	4481	3640	3	Unknown	singleton	-1
GCA_024409305.1__contig_22	GCA_024409305.1	contig_22	deepBGC		0.5428		176	1763	1587	1	Unknown	GCF_0014	13
GCA_024409305.1__contig_26	GCA_024409305.1	contig_26	deepBGC		0.55613		258	732	474	1	Unknown	GCF_0067	66
GCA_024409305.1__contig_6	GCA_024409305.1	contig_6	deepBGC		0.67755		1260	3443	2183	3	Unknown	GCF_0068	67
GCA_024409305.1__contig_64	GCA_024409305.1	contig_64	deepBGC		0.70754		2	4653	4651	8	PKS	singleton	-1
GCA_024409305.1__contig_76	GCA_024409305.1	contig_76	deepBGC	Saccharide	0.81789		2	5029	5027	6	Unknown	singleton	-1
GCA_024409305.1__contig_94	GCA_024409305.1	contig_94	deepBGC		0.53126		2	548	546	1	Unknown	singleton	-1
GCF_003640095.1__contig_20	GCF_003640095.1	contig_20	antiSMASH	Terpene-precursor		Yes	8493	29404	20912	24	Terpene	GCF_0001	0
GCF_003640025.1__contig_15	GCF_003640025.1	contig_15	antiSMASH	Terpene-precursor		No	1	8413	8413	12	Terpene	GCF_0001	0
GCF_014498895.1__contig_4	GCF_014498895.1	contig_4	antiSMASH	Terpene-precursor		No	1	65217	65217	63	Terpene	GCF_0001	0
GCA_024412375.1__contig_1	GCA_024412375.1	contig_1	antiSMASH	Terpene-precursor		Yes	681023	701934	20912	18	Terpene	GCF_0001	0
GCA_024406975.1__contig_23	GCA_024406975.1	contig_23	deepBGC	Polyketide	0.71911		63506	69671	6165	11	PKS	singleton	-1
GCA_024406975.1__contig_24	GCA_024406975.1	contig_24	deepBGC		0.56829		100470	104220	3750	3	Unknown	GCF_0001	0
GCA_024406975.1__contig_26	GCA_024406975.1	contig_26	deepBGC		0.65156		74252	75246	994	2	Unknown	GCF_0001	0
GCF_030062665.1__contig_1	GCF_030062665.1	contig_1	antiSMASH	Terpene-precursor		Yes	1279834	1300745	20912	25	Terpene	GCF_0001	0
GCF_040821425.1__contig_2	GCF_040821425.1	contig_2	deepBGC		0.5671		4149	4935	786	1	Unknown	GCF_0001	0
GCF_040821425.1__contig_37	GCF_040821425.1	contig_37	deepBGC	Polyketide	0.53886		119	1280	1161	1	Unknown	singleton	-1
GCF_040821425.1__contig_46	GCF_040821425.1	contig_46	deepBGC	NRP	0.5001		1394	2441	1047	1	NRPS_like	singleton	-1
GCF_040821425.1__contig_46	GCF_040821425.1	contig_46	deepBGC		0.50092		5636	7463	1827	1	Unknown	GCF_0001	0
GCF_040821425.1__contig_51	GCF_040821425.1	contig_51	deepBGC		0.65413		444	10501	10057	12	RiPP	singleton	-1
GCA_040860925.1__contig_8	GCA_040860925.1	contig_8	antiSMASH	Terpene-precursor		No	1	57838	57838	57	Terpene	GCF_0001	0
GCF_014497415.1__contig_17	GCF_014497415.1	contig_17	antiSMASH	Terpene-precursor		Yes	33571	54482	20912	18	Terpene	GCF_0001	0
GCF_011141095.1__contig_9	GCF_011141095.1	contig_9	antiSMASH	Terpene-precursor		No	1	11297	11297	13	Terpene	GCF_0001	0
GCF_015905025.1__contig_26	GCF_015905025.1	contig_26	antiSMASH	Terpene-precursor		No	1	8137	8137	12	Terpene	GCF_0001	0
GCF_040821215.1__contig_6	GCF_040821215.1	contig_6	antiSMASH	Terpene-precursor		No	1	35391	35391	39	Terpene	singleton	-1
GCF_040821825.1__contig_34	GCF_040821825.1	contig_34	antiSMASH	Terpene-precursor		No	1	9435	9435	12	Terpene	GCF_0001	0
GCF_030062565.1__contig_1	GCF_030062565.1	contig_1	antiSMASH	Terpene-precursor		Yes	1570326	1591237	20912	23	Terpene	GCF_0001	0
GCA_024407555.1__contig_26	GCA_024407555.1	contig_26	antiSMASH	Terpene-precursor		No	1	74194	74194	77	Terpene	GCF_0001	0
GCA_024412795.1__contig_21	GCA_024412795.1	contig_21	antiSMASH	Terpene-precursor		No	1	85477	85477	84	Terpene	GCF_0001	0
GCF_014498655.1__contig_10	GCF_014498655.1	contig_10	deepBGC		0.50978		204	1311	1107	1	NRPS_like	GCF_0001	0
GCF_014498655.1__contig_17	GCF_014498655.1	contig_17	deepBGC		0.61313		91465	94954	3489	3	Unknown	GCF_0033	32
GCF_014498655.1__contig_3	GCF_014498655.1	contig_3	deepBGC		0.65891		31041	39607	8566	7	Terpene	GCF_0004	3
GCF_030062685.1__contig_1	GCF_030062685.1	contig_1	antiSMASH	Terpene-precursor		Yes	1592257	1613168	20912	22	Terpene	GCF_0001	0
GCA_024412515.1__contig_17	GCA_024412515.1	contig_17	deepBGC	Saccharide	0.64675		37616	46455	8839	8	Terpene	GCF_0069	68
GCA_040862185.1__contig_9	GCA_040862185.1	contig_9	antiSMASH	Terpene-precursor		No	1	59834	59834	58	Terpene	GCF_0001	0
GCA_040862585.1__contig_8	GCA_040862585.1	contig_8	antiSMASH	Terpene-precursor		No	1	77580	77580	87	Terpene	GCF_0001	0
GCA_040861705.1__contig_19	GCA_040861705.1	contig_19	antiSMASH	Terpene-precursor		No	1	8182	8182	12	Terpene	GCF_0001	0
GCA_040861605.1__contig_9	GCA_040861605.1	contig_9	antiSMASH	Terpene-precursor		No	1	74552	74552	84	Terpene	GCF_0015	14
GCF_040821195.1__contig_103	GCF_040821195.1	contig_103	deepBGC		0.71086		113	4470	4357	5	Unknown	singleton	-1
GCF_040821195.1__contig_26	GCF_040821195.1	contig_26	deepBGC	Polyketide	0.78236		72	3585	3513	5	PKS	GCF_0031	30
GCF_040821195.1__contig_47	GCF_040821195.1	contig_47	deepBGC		0.58316		7691	12142	4451	2	Unknown	GCF_0009	8
GCF_040821195.1__contig_48	GCF_040821195.1	contig_48	deepBGC	RiPP	0.70354		126	11863	11737	5	Unknown	singleton	-1
